ProfileID,Age,Gender,Region,EducationLevel,FieldOfStudy,ExperienceYears,YearsSinceGraduation,DigitalSkillLevel,EnglishLevel,CurrentEmploymentStatus,DesiredIndustry,PreferredJobType,TechnicalSkills,SoftSkills,CertificationsCount
506,19,Female,Mtwara,Diploma,Education,1,2,High,Basic,Unemployed,ICT,Remote,"Database management, Data analysis, English communication","Leadership, Problem solving, Resilience",2
507,20,Male,Dodoma,Secondary,Logistics,0,2,Low,Intermediate,Unemployed,Transport,Field,"Social media management, Network support, English communication, Teaching support","Customer focus, Problem solving, Leadership",2
508,27,Male,Kigoma,No formal qualification,Health,0,6,Medium,Intermediate,Informal work,Manufacturing,Office,"Food preparation, Programming (Python), English communication, Social media management","Adaptability, Resilience",1
509,25,Male,Pemba North,Diploma,Education,6,7,Low,Intermediate,Internship,Tourism,Remote,"Customer service, Inventory management, English communication","Time management, Customer focus, Critical thinking",2
510,22,Female,Zanzibar South,Higher Diploma,Logistics,0,0,Low,Advanced,Part-time,ICT,Customer-facing,"Mechanical maintenance, Food preparation, Social media management","Leadership, Critical thinking",1
511,24,Female,Zanzibar South,Higher Diploma,Business,5,6,High,Advanced,Part-time,Tourism,Field,"Microsoft Office, Inventory management","Customer focus, Critical thinking",2
512,20,Male,Mwanza,Higher Diploma,Information Technology,0,2,High,Basic,Self-employed,ICT,Field,"Teaching support, Logistics coordination","Customer focus, Critical thinking",0
513,25,Male,Geita,Vocational/Technical,Engineering,1,3,Medium,Advanced,Unemployed,Construction,Remote,"Digital marketing, Microsoft Office, Data analysis","Problem solving, Resilience",3
514,27,Female,Morogoro,Vocational/Technical,Information Technology,0,2,High,Advanced,Informal work,Education,Office,"Quality control, Data analysis","Problem solving, Resilience, Customer focus",1
515,21,Male,Kigoma,Higher Diploma,Hospitality,0,2,Low,Intermediate,Full-time,Trade,Remote,"Database management, Quality control, Logistics coordination","Teamwork, Leadership",2
516,21,Male,Mbeya,Higher Diploma,Business,0,0,High,Intermediate,Informal work,Trade,Customer-facing,"Customer service, Digital marketing","Time management, Customer focus",1
517,21,Female,Mtwara,Diploma,Hospitality,3,3,Low,Basic,Unemployed,Construction,Office,"Food preparation, Teaching support","Teamwork, Adaptability, Resilience",1
518,20,Female,Morogoro,Diploma,Logistics,2,2,High,Intermediate,Unemployed,Banking,Customer-facing,"Digital marketing, Web development, Mechanical maintenance, Programming (Python)","Customer focus, Critical thinking, Time management",2
519,27,Female,Pemba North,Secondary,Arts,1,2,High,Basic,Unemployed,Agriculture,Customer-facing,"Data analysis, Accounting","Creativity, Adaptability",1
520,26,Female,Dar es Salaam,No formal qualification,Finance,2,6,Medium,Intermediate,Self-employed,Construction,Remote,"Social media management, Teaching support, Accounting, Logistics coordination","Adaptability, Communication",2
521,22,Male,Dodoma,Higher Diploma,Health,2,2,Medium,Intermediate,Unemployed,ICT,Remote,"English communication, Microsoft Office, Network support","Leadership, Customer focus",0
522,24,Male,Arusha,Higher Diploma,Arts,5,6,Medium,Basic,Unemployed,Manufacturing,Customer-facing,"Teaching support, Programming (Python), Network support","Resilience, Customer focus, Problem solving",2
523,23,Female,Lindi,Higher Diploma,Engineering,2,2,Medium,Basic,Self-employed,Banking,Remote,"Programming (Python), Project management, Teaching support, Sales","Time management, Problem solving",1
524,23,Female,Mara,Bachelor,Health,3,4,High,Basic,Self-employed,ICT,Office,"Web development, Sales, Inventory management, Logistics coordination","Customer focus, Resilience",2
525,23,Female,Kigoma,Vocational/Technical,Health,0,0,Medium,Advanced,Full-time,Education,Remote,"Quality control, Programming (Python)","Communication, Adaptability",1
526,25,Male,Dodoma,Higher Diploma,Finance,2,3,Low,Basic,Part-time,Agriculture,Remote,"Customer service, Database management","Resilience, Leadership, Adaptability",2
527,19,Male,Pemba South,Bachelor,Business,2,2,High,Intermediate,Self-employed,Manufacturing,Field,"Web development, Mechanical maintenance","Communication, Resilience, Leadership",1
528,25,Male,Shinyanga,Higher Diploma,Finance,1,6,High,Intermediate,Part-time,Trade,Office,"Database management, Sales, Programming (Python)","Critical thinking, Adaptability, Time management",1
529,20,Female,Morogoro,Secondary,Education,0,0,Low,Basic,Self-employed,Trade,Customer-facing,"Digital marketing, Logistics coordination","Time management, Adaptability",3
530,22,Male,Kagera,Higher Diploma,Information Technology,5,5,High,Basic,Internship,Banking,Customer-facing,"Teaching support, English communication, Data analysis, Sales","Leadership, Resilience",2
531,22,Female,Geita,Vocational/Technical,Logistics,1,3,Low,Intermediate,Part-time,Trade,Field,"Digital marketing, Mechanical maintenance, Data analysis","Resilience, Communication, Customer focus",2
532,21,Female,Mbeya,Diploma,Health,2,4,Low,Intermediate,Self-employed,Agriculture,Remote,"English communication, Accounting","Resilience, Creativity, Time management",2
533,26,Male,Kigoma,Diploma,Education,7,8,High,Intermediate,Internship,Trade,Field,"Customer service, Microsoft Office, Database management","Communication, Adaptability, Critical thinking",1
534,23,Female,Zanzibar South,No formal qualification,Hospitality,2,2,Medium,Advanced,Part-time,Transport,Field,"Database management, Accounting, Network support","Time management, Customer focus, Adaptability",0
535,27,Male,Mwanza,No formal qualification,Logistics,2,5,High,Basic,Informal work,Agriculture,Office,"Microsoft Office, Inventory management, English communication, Mechanical maintenance","Resilience, Time management, Problem solving",2
536,26,Male,Mtwara,Vocational/Technical,Hospitality,1,9,High,Basic,Part-time,Trade,Remote,"Microsoft Office, Database management, English communication","Problem solving, Time management",0
537,25,Female,Rukwa,Higher Diploma,Arts,1,5,Low,Intermediate,Part-time,Manufacturing,Customer-facing,"Teaching support, English communication, Mechanical maintenance","Creativity, Teamwork, Adaptability",1
538,22,Female,Mwanza,Vocational/Technical,Education,0,0,Medium,Intermediate,Full-time,Tourism,Office,"Microsoft Office, Inventory management","Creativity, Leadership, Customer focus",1
539,26,Male,Mwanza,Bachelor,Business,0,0,High,Basic,Informal work,Education,Customer-facing,"Teaching support, Logistics coordination","Communication, Critical thinking, Teamwork",1
540,22,Male,Tabora,Secondary,Arts,0,0,High,Advanced,Full-time,Banking,Remote,"Food preparation, Quality control, Accounting","Problem solving, Leadership",2
541,19,Male,Pwani,Bachelor,Agriculture,0,0,Low,Intermediate,Self-employed,Construction,Remote,"Teaching support, Graphic design, Sales","Communication, Teamwork",2
542,23,Male,Kagera,Vocational/Technical,Engineering,0,0,High,Intermediate,Part-time,Manufacturing,Customer-facing,"Quality control, Mechanical maintenance, Customer service","Customer focus, Resilience, Problem solving",1
543,25,Male,Arusha,Higher Diploma,Finance,3,8,Medium,Basic,Full-time,ICT,Office,"Project management, Network support, Food preparation","Resilience, Critical thinking",2
544,19,Female,Pwani,Secondary,Business,1,2,High,Basic,Full-time,ICT,Office,"Database management, Microsoft Office","Resilience, Time management, Communication",3
545,24,Male,Ruvuma,Secondary,Business,0,1,Medium,Intermediate,Internship,Banking,Office,"Microsoft Office, Project management, English communication, Network support","Resilience, Critical thinking",3
546,29,Female,Pemba South,Diploma,Health,4,8,High,Basic,Informal work,Banking,Office,"Programming (Python), Data analysis","Adaptability, Problem solving",2
547,22,Female,Shinyanga,Diploma,Logistics,1,5,High,Advanced,Internship,Tourism,Office,"Programming (Python), Project management","Communication, Problem solving",1
548,25,Female,Zanzibar South,Bachelor,Business,0,5,Medium,Intermediate,Informal work,ICT,Field,"Project management, Quality control","Time management, Adaptability, Leadership",2
549,24,Female,Shinyanga,No formal qualification,Business,0,1,High,Basic,Self-employed,Tourism,Remote,"Mechanical maintenance, Inventory management, Quality control","Adaptability, Resilience",1
550,21,Male,Zanzibar South,Bachelor,Finance,0,0,Medium,Intermediate,Self-employed,Manufacturing,Field,"English communication, Sales, Food preparation, Quality control","Communication, Leadership",1
551,25,Female,Simiyu,Diploma,Logistics,0,1,Low,Basic,Full-time,Transport,Customer-facing,"Teaching support, Programming (Python), Logistics coordination","Customer focus, Resilience",3
552,22,Male,Pemba North,Higher Diploma,Business,2,3,High,Advanced,Self-employed,Education,Customer-facing,"Programming (Python), Customer service, Quality control, Digital marketing","Creativity, Problem solving",3
553,22,Female,Singida,Diploma,Logistics,0,0,Medium,Basic,Unemployed,Healthcare,Customer-facing,"Data analysis, Programming (Python)","Adaptability, Leadership",2
554,23,Male,Kilimanjaro,Secondary,Arts,0,0,Low,Intermediate,Part-time,Tourism,Field,"Web development, Sales","Creativity, Adaptability, Customer focus",1
555,23,Female,Mbeya,Secondary,Hospitality,6,6,Low,Intermediate,Informal work,Trade,Field,"Digital marketing, Programming (Python)","Resilience, Teamwork",1
556,23,Female,Songwe,No formal qualification,Arts,1,1,High,Intermediate,Full-time,Manufacturing,Remote,"Logistics coordination, Graphic design, Quality control","Adaptability, Resilience, Time management",3
557,21,Female,Tanga,Diploma,Engineering,0,4,High,Advanced,Internship,ICT,Office,"Digital marketing, Graphic design, Microsoft Office","Time management, Leadership",1
558,23,Female,Njombe,Higher Diploma,Logistics,1,1,Medium,Intermediate,Self-employed,Healthcare,Remote,"Project management, Food preparation, Network support","Problem solving, Communication, Time management",2
559,25,Female,Songwe,Higher Diploma,Education,3,3,High,Intermediate,Self-employed,Construction,Remote,"Database management, Data analysis, Accounting, Project management","Communication, Creativity",2
560,21,Male,Iringa,Diploma,Logistics,0,0,Medium,Advanced,Informal work,Construction,Office,"Food preparation, Teaching support, Inventory management","Teamwork, Critical thinking, Resilience",2
561,22,Female,Arusha,Vocational/Technical,Health,1,1,Medium,Intermediate,Full-time,Banking,Customer-facing,"Project management, Data analysis, Sales, English communication","Time management, Teamwork, Resilience",1
562,27,Female,Lindi,Higher Diploma,Health,3,5,Medium,Intermediate,Part-time,ICT,Remote,"Teaching support, Logistics coordination, Accounting","Resilience, Teamwork",1
563,26,Female,Rukwa,Higher Diploma,Logistics,0,9,High,Intermediate,Unemployed,Transport,Office,"Accounting, Programming (Python), Logistics coordination, Customer service","Time management, Customer focus",0
564,26,Female,Shinyanga,No formal qualification,Information Technology,0,5,High,Intermediate,Part-time,Education,Field,"Food preparation, Database management, Social media management","Critical thinking, Time management",0
565,22,Female,Zanzibar South,No formal qualification,Hospitality,2,3,Medium,Basic,Self-employed,Agriculture,Remote,"Teaching support, Graphic design","Leadership, Customer focus, Creativity",3
566,25,Female,Pemba South,Higher Diploma,Arts,1,2,Low,Intermediate,Informal work,Education,Office,"Sales, Inventory management, Programming (Python), Quality control","Creativity, Time management, Adaptability",2
567,21,Female,Zanzibar Urban/West,Bachelor,Education,1,1,Medium,Advanced,Full-time,Healthcare,Office,"Digital marketing, Database management, Logistics coordination","Creativity, Resilience",2
568,27,Male,Ruvuma,Vocational/Technical,Health,2,2,High,Advanced,Full-time,Agriculture,Customer-facing,"Accounting, Teaching support, Sales","Critical thinking, Customer focus",1
569,20,Female,Pemba North,Bachelor,Education,0,3,High,Intermediate,Internship,Healthcare,Remote,"Programming (Python), Social media management","Teamwork, Problem solving",0
570,19,Male,Tanga,Vocational/Technical,Engineering,0,1,Medium,Basic,Informal work,Banking,Remote,"Programming (Python), Digital marketing, Database management, Web development","Resilience, Critical thinking, Time management",2
571,22,Male,Ruvuma,Bachelor,Business,0,4,High,Basic,Full-time,Healthcare,Office,"Web development, Mechanical maintenance, Inventory management","Problem solving, Adaptability, Time management",1
572,19,Female,Kagera,Bachelor,Agriculture,2,2,Low,Intermediate,Unemployed,Banking,Field,"Programming (Python), Graphic design","Leadership, Time management, Creativity",0
573,22,Male,Arusha,Vocational/Technical,Health,1,1,Low,Basic,Full-time,Manufacturing,Field,"Project management, Microsoft Office, Sales, Graphic design","Communication, Customer focus",3
574,26,Male,Lindi,Bachelor,Agriculture,0,0,High,Advanced,Full-time,Healthcare,Field,"English communication, Sales, Food preparation","Critical thinking, Resilience, Time management",0
575,28,Male,Kilimanjaro,Diploma,Engineering,0,3,Medium,Intermediate,Unemployed,Transport,Remote,"Accounting, Programming (Python), Social media management, Sales","Adaptability, Leadership, Communication",3
576,22,Male,Tabora,No formal qualification,Engineering,0,1,High,Basic,Internship,Healthcare,Customer-facing,"Graphic design, Digital marketing","Communication, Critical thinking",0
577,27,Male,Geita,No formal qualification,Finance,3,9,Medium,Intermediate,Full-time,Agriculture,Customer-facing,"English communication, Quality control","Critical thinking, Creativity, Resilience",1
578,24,Female,Pwani,Secondary,Arts,5,7,High,Intermediate,Self-employed,Banking,Remote,"Network support, Microsoft Office, Quality control","Customer focus, Critical thinking, Adaptability",0
579,27,Female,Kilimanjaro,Higher Diploma,Hospitality,2,5,Medium,Intermediate,Internship,Tourism,Office,"Programming (Python), Project management, Quality control","Creativity, Communication",1
580,20,Female,Rukwa,Bachelor,Arts,0,1,Low,Intermediate,Unemployed,ICT,Remote,"Data analysis, Network support, Digital marketing, Accounting","Leadership, Problem solving, Communication",1
581,28,Male,Kagera,Secondary,Finance,2,3,Low,Advanced,Unemployed,Education,Field,"Programming (Python), Data analysis","Leadership, Critical thinking",2
582,23,Female,Arusha,Vocational/Technical,Logistics,0,1,High,Intermediate,Internship,Tourism,Office,"Project management, Digital marketing","Problem solving, Leadership",2
583,23,Female,Morogoro,Bachelor,Finance,0,0,High,Intermediate,Unemployed,Banking,Office,"Data analysis, English communication, Project management, Web development","Problem solving, Time management",3
584,20,Male,Morogoro,Secondary,Arts,1,1,Medium,Intermediate,Informal work,Transport,Field,"Data analysis, Quality control, Network support","Leadership, Problem solving, Resilience",1
585,20,Female,Pwani,Higher Diploma,Hospitality,1,2,High,Intermediate,Self-employed,Transport,Field,"Quality control, Food preparation","Problem solving, Teamwork",1
586,24,Female,Simiyu,Diploma,Arts,0,0,High,Basic,Unemployed,Agriculture,Remote,"Food preparation, Social media management, Data analysis","Adaptability, Leadership, Resilience",1
587,21,Female,Iringa,Secondary,Business,0,0,Medium,Basic,Self-employed,Trade,Field,"Sales, Mechanical maintenance, Graphic design, Web development","Communication, Critical thinking",1
588,27,Female,Njombe,Secondary,Health,0,0,High,Advanced,Internship,Construction,Customer-facing,"Database management, Food preparation, Mechanical maintenance, Microsoft Office","Leadership, Adaptability, Creativity",1
589,24,Male,Rukwa,Diploma,Health,0,2,Medium,Advanced,Self-employed,Tourism,Field,"Quality control, Digital marketing","Time management, Adaptability",1
590,25,Female,Pemba South,Vocational/Technical,Finance,0,0,Medium,Basic,Full-time,Education,Customer-facing,"Data analysis, Graphic design, Project management, English communication","Customer focus, Time management, Creativity",2
591,19,Male,Zanzibar Urban/West,Vocational/Technical,Arts,0,2,High,Basic,Self-employed,ICT,Remote,"Inventory management, Food preparation","Creativity, Time management, Resilience",1
592,21,Male,Kilimanjaro,Bachelor,Business,0,0,High,Intermediate,Self-employed,Manufacturing,Remote,"Inventory management, Web development","Resilience, Creativity, Time management",1
593,19,Female,Singida,Diploma,Agriculture,1,1,Low,Basic,Self-employed,ICT,Field,"Project management, Microsoft Office","Leadership, Resilience, Customer focus",2
594,26,Female,Pwani,Secondary,Arts,5,6,Medium,Basic,Unemployed,Healthcare,Customer-facing,"Social media management, Graphic design, Logistics coordination, Food preparation","Creativity, Teamwork, Communication",1
595,25,Female,Shinyanga,Higher Diploma,Health,2,5,Medium,Basic,Unemployed,Construction,Office,"Programming (Python), Project management, Food preparation","Customer focus, Communication",2
596,23,Male,Mara,Secondary,Agriculture,0,3,High,Basic,Informal work,Agriculture,Field,"Digital marketing, Social media management","Communication, Resilience",2
597,24,Female,Dodoma,Bachelor,Engineering,0,0,Low,Advanced,Unemployed,Agriculture,Customer-facing,"Data analysis, Network support, Social media management, Programming (Python)","Adaptability, Leadership",0
598,21,Male,Kagera,Secondary,Agriculture,2,2,High,Intermediate,Self-employed,Trade,Customer-facing,"Logistics coordination, Database management, Sales","Resilience, Problem solving, Customer focus",0
599,24,Female,Mtwara,Bachelor,Arts,0,2,High,Intermediate,Self-employed,Education,Customer-facing,"Graphic design, Microsoft Office, English communication, Programming (Python)","Time management, Teamwork, Customer focus",0
600,26,Female,Iringa,Bachelor,Business,1,4,High,Basic,Full-time,Construction,Remote,"Database management, Food preparation, Teaching support","Leadership, Resilience, Teamwork",0
601,18,Female,Ruvuma,Secondary,Information Technology,0,1,Medium,Advanced,Full-time,Construction,Remote,"Graphic design, Project management, Teaching support, Web development","Communication, Problem solving, Teamwork",1
602,19,Female,Rukwa,Vocational/Technical,Engineering,0,1,Medium,Basic,Unemployed,Trade,Field,"Quality control, Accounting, Food preparation","Teamwork, Creativity",1
603,23,Female,Ruvuma,No formal qualification,Education,4,4,Medium,Intermediate,Part-time,Education,Customer-facing,"Database management, Accounting, Quality control, Network support","Communication, Adaptability, Problem solving",1
604,20,Female,Morogoro,No formal qualification,Engineering,0,1,Low,Advanced,Informal work,Transport,Field,"Microsoft Office, Teaching support, Accounting, Programming (Python)","Time management, Teamwork",2
605,19,Female,Rukwa,Vocational/Technical,Education,0,0,Medium,Basic,Informal work,Tourism,Remote,"Customer service, Microsoft Office, Logistics coordination, Database management","Resilience, Teamwork",1
606,24,Male,Mbeya,Diploma,Health,6,7,Low,Intermediate,Internship,Manufacturing,Office,"Accounting, Microsoft Office","Creativity, Time management, Critical thinking",1
607,19,Male,Mara,Higher Diploma,Education,0,2,Low,Intermediate,Unemployed,Trade,Office,"Customer service, Microsoft Office","Adaptability, Communication, Customer focus",1
608,18,Male,Simiyu,No formal qualification,Education,0,1,High,Intermediate,Informal work,Trade,Customer-facing,"Mechanical maintenance, Teaching support, Network support","Resilience, Problem solving",1
609,23,Female,Songwe,Vocational/Technical,Business,4,4,Medium,Intermediate,Part-time,Tourism,Office,"English communication, Social media management","Problem solving, Resilience, Creativity",2
610,23,Female,Manyara,Bachelor,Logistics,0,0,Low,Intermediate,Part-time,Manufacturing,Field,"Accounting, Food preparation","Adaptability, Leadership, Resilience",1
611,25,Male,Shinyanga,Vocational/Technical,Agriculture,2,5,Medium,Intermediate,Internship,Trade,Customer-facing,"English communication, Database management","Communication, Resilience, Creativity",1
612,25,Female,Mbeya,Vocational/Technical,Logistics,0,0,High,Basic,Self-employed,Agriculture,Office,"Project management, Database management, Web development","Leadership, Resilience",0
613,28,Female,Manyara,No formal qualification,Hospitality,1,1,Medium,Intermediate,Unemployed,Construction,Office,"Data analysis, Mechanical maintenance, Project management","Critical thinking, Problem solving",2
614,29,Male,Arusha,Secondary,Education,0,3,Medium,Intermediate,Internship,Tourism,Customer-facing,"Mechanical maintenance, Project management, Inventory management, Programming (Python)","Teamwork, Time management, Leadership",0
615,22,Female,Mbeya,Secondary,Health,2,5,High,Basic,Internship,Education,Remote,"English communication, Web development, Social media management, Accounting","Resilience, Leadership, Communication",1
616,21,Female,Katavi,Higher Diploma,Information Technology,1,3,Medium,Basic,Part-time,Tourism,Remote,"Food preparation, Digital marketing, Quality control, Database management","Adaptability, Leadership",1
617,20,Male,Kigoma,Higher Diploma,Agriculture,1,1,Medium,Intermediate,Internship,Construction,Office,"Network support, Logistics coordination","Critical thinking, Problem solving",0
618,24,Female,Kilimanjaro,No formal qualification,Education,0,2,Low,Advanced,Informal work,Transport,Office,"Graphic design, Social media management, Project management","Creativity, Problem solving, Customer focus",1
619,20,Male,Iringa,Bachelor,Hospitality,1,3,Low,Basic,Unemployed,Transport,Customer-facing,"Mechanical maintenance, Sales, Network support","Critical thinking, Customer focus, Adaptability",2
620,23,Male,Kagera,No formal qualification,Health,0,0,Low,Basic,Unemployed,ICT,Office,"Digital marketing, Database management, Data analysis, Network support","Teamwork, Resilience",1
621,29,Male,Kilimanjaro,Vocational/Technical,Health,0,4,Low,Basic,Part-time,Education,Office,"Mechanical maintenance, Web development","Customer focus, Creativity",2
622,21,Female,Njombe,Diploma,Logistics,0,0,Medium,Intermediate,Part-time,Transport,Office,"Digital marketing, Social media management, Project management","Customer focus, Leadership",2
623,22,Female,Iringa,Bachelor,Arts,0,0,Medium,Advanced,Full-time,Healthcare,Office,"Sales, Microsoft Office","Customer focus, Problem solving, Teamwork",1
624,26,Male,Iringa,Diploma,Business,2,3,High,Intermediate,Self-employed,Healthcare,Field,"Accounting, English communication, Web development","Resilience, Time management, Leadership",1
625,23,Female,Simiyu,Vocational/Technical,Arts,2,2,High,Advanced,Self-employed,Construction,Office,"Web development, English communication, Microsoft Office, Logistics coordination","Customer focus, Time management",2
626,25,Female,Morogoro,Higher Diploma,Health,2,3,High,Basic,Unemployed,Transport,Office,"Teaching support, Mechanical maintenance, Database management","Customer focus, Leadership",1
627,20,Male,Zanzibar South,Secondary,Business,3,3,High,Advanced,Unemployed,Construction,Field,"Microsoft Office, Project management","Adaptability, Creativity",1
628,18,Male,Kilimanjaro,Bachelor,Finance,0,0,Medium,Intermediate,Self-employed,Banking,Remote,"Logistics coordination, Teaching support, Food preparation","Communication, Resilience",1
629,24,Male,Kilimanjaro,Bachelor,Hospitality,1,3,Medium,Intermediate,Self-employed,ICT,Customer-facing,"Project management, Digital marketing, Graphic design, Food preparation","Leadership, Time management",0
630,21,Female,Ruvuma,Diploma,Logistics,3,3,High,Advanced,Self-employed,Manufacturing,Field,"Sales, Web development, Digital marketing","Adaptability, Problem solving, Customer focus",1
631,18,Female,Simiyu,Higher Diploma,Finance,0,1,Medium,Intermediate,Internship,Trade,Customer-facing,"Teaching support, Project management, Quality control","Creativity, Leadership",1
632,20,Male,Katavi,Vocational/Technical,Education,1,1,High,Intermediate,Unemployed,Healthcare,Remote,"Quality control, Data analysis","Leadership, Resilience, Customer focus",0
633,22,Female,Pemba South,Bachelor,Hospitality,2,2,Medium,Advanced,Unemployed,Manufacturing,Field,"English communication, Inventory management","Creativity, Leadership, Resilience",0
634,22,Female,Mbeya,Vocational/Technical,Engineering,1,5,Medium,Basic,Part-time,Agriculture,Field,"Mechanical maintenance, Accounting, Inventory management, Quality control","Time management, Adaptability, Customer focus",1
635,21,Male,Kigoma,Bachelor,Finance,1,2,Medium,Intermediate,Internship,Trade,Office,"Social media management, Database management","Resilience, Time management",0
636,27,Female,Tanga,Vocational/Technical,Health,0,5,Medium,Intermediate,Unemployed,Transport,Field,"Teaching support, Inventory management","Time management, Problem solving, Leadership",1
637,27,Female,Geita,Bachelor,Health,0,0,Medium,Advanced,Part-time,Construction,Office,"Sales, Programming (Python)","Time management, Leadership, Creativity",1
638,22,Female,Tabora,Higher Diploma,Logistics,0,5,Medium,Intermediate,Part-time,Agriculture,Field,"English communication, Food preparation, Graphic design, Digital marketing","Adaptability, Creativity, Time management",1
639,26,Male,Iringa,Bachelor,Agriculture,2,5,Low,Intermediate,Informal work,Agriculture,Customer-facing,"Customer service, Web development, Database management","Adaptability, Time management, Leadership",2
640,27,Female,Manyara,No formal qualification,Hospitality,3,6,Low,Intermediate,Informal work,Trade,Customer-facing,"Food preparation, Social media management","Leadership, Creativity",2
641,22,Female,Mwanza,Higher Diploma,Business,0,0,Medium,Intermediate,Informal work,Manufacturing,Office,"Graphic design, Digital marketing, Social media management, Project management","Resilience, Teamwork, Creativity",0
642,24,Female,Rukwa,Diploma,Health,0,6,Medium,Basic,Full-time,Tourism,Remote,"Customer service, Accounting","Teamwork, Time management, Adaptability",1
643,22,Male,Mara,Bachelor,Information Technology,2,2,Low,Basic,Internship,Education,Customer-facing,"Sales, Data analysis","Teamwork, Leadership",1
644,21,Male,Morogoro,Bachelor,Logistics,0,1,Medium,Intermediate,Unemployed,Education,Customer-facing,"Microsoft Office, Web development","Critical thinking, Communication",1
645,20,Male,Dodoma,Vocational/Technical,Business,0,3,High,Basic,Informal work,Transport,Remote,"Graphic design, Sales","Customer focus, Creativity, Leadership",1
646,24,Male,Simiyu,Vocational/Technical,Education,4,4,High,Intermediate,Self-employed,Tourism,Office,"Database management, Teaching support","Problem solving, Critical thinking, Time management",1
647,23,Male,Songwe,Bachelor,Finance,5,5,Low,Basic,Informal work,Agriculture,Remote,"Inventory management, Microsoft Office","Resilience, Communication",0
648,23,Female,Shinyanga,Vocational/Technical,Information Technology,1,3,Medium,Basic,Part-time,Agriculture,Field,"Sales, Mechanical maintenance, Data analysis","Adaptability, Time management, Critical thinking",2
649,24,Male,Geita,Higher Diploma,Health,0,7,Medium,Basic,Part-time,Transport,Office,"Inventory management, Mechanical maintenance, Food preparation, Sales","Creativity, Adaptability",0
650,23,Male,Iringa,Secondary,Arts,3,3,High,Intermediate,Full-time,Construction,Office,"Project management, Microsoft Office, Accounting","Customer focus, Problem solving, Resilience",1
651,18,Male,Mara,Higher Diploma,Education,0,0,Medium,Basic,Full-time,Education,Field,"Mechanical maintenance, English communication, Accounting","Customer focus, Leadership, Time management",2
652,23,Female,Njombe,Vocational/Technical,Information Technology,0,1,Medium,Intermediate,Full-time,Education,Field,"Microsoft Office, Programming (Python)","Teamwork, Critical thinking",1
653,25,Female,Katavi,Bachelor,Business,3,6,Low,Intermediate,Unemployed,Healthcare,Remote,"Project management, Inventory management, Accounting, Logistics coordination","Time management, Creativity",2
654,28,Male,Songwe,Secondary,Information Technology,1,1,Low,Basic,Internship,Tourism,Remote,"Microsoft Office, Sales, Customer service, Web development","Problem solving, Leadership",2
655,22,Female,Rukwa,Bachelor,Arts,0,0,Medium,Advanced,Informal work,Education,Field,"Customer service, Data analysis, Graphic design, Database management","Customer focus, Leadership",1
656,26,Female,Pemba North,Diploma,Health,2,8,Medium,Basic,Self-employed,ICT,Field,"Microsoft Office, Logistics coordination, Social media management, Graphic design","Communication, Critical thinking, Time management",1
657,22,Male,Morogoro,Bachelor,Engineering,0,0,High,Intermediate,Unemployed,ICT,Remote,"Social media management, Microsoft Office","Resilience, Teamwork",2
658,23,Female,Arusha,No formal qualification,Agriculture,1,3,High,Intermediate,Unemployed,Construction,Field,"Sales, Food preparation, Microsoft Office","Resilience, Teamwork",2
659,20,Female,Mtwara,Diploma,Hospitality,1,3,Medium,Basic,Self-employed,ICT,Office,"Digital marketing, Accounting","Communication, Critical thinking, Time management",0
660,23,Male,Songwe,Higher Diploma,Finance,5,5,Low,Intermediate,Unemployed,Transport,Remote,"Teaching support, Database management","Resilience, Critical thinking",1
661,25,Female,Rukwa,Bachelor,Hospitality,5,8,Medium,Advanced,Informal work,Manufacturing,Remote,"Quality control, Customer service","Adaptability, Critical thinking, Time management",0
662,19,Female,Songwe,Bachelor,Health,1,1,High,Basic,Informal work,Manufacturing,Remote,"Customer service, Database management","Critical thinking, Communication, Creativity",2
663,20,Male,Lindi,Bachelor,Health,0,3,High,Basic,Full-time,Banking,Remote,"Social media management, Data analysis, Web development","Creativity, Customer focus, Leadership",3
664,21,Male,Mara,Diploma,Finance,1,2,Medium,Intermediate,Internship,Agriculture,Field,"Logistics coordination, Accounting, Network support, Database management","Resilience, Problem solving",1
665,27,Male,Ruvuma,No formal qualification,Finance,4,5,Medium,Basic,Part-time,Construction,Office,"Accounting, Web development, Database management","Teamwork, Creativity",0
666,26,Female,Geita,Bachelor,Finance,4,8,Low,Intermediate,Part-time,Manufacturing,Field,"Digital marketing, Network support","Teamwork, Creativity, Leadership",1
667,18,Female,Kilimanjaro,Vocational/Technical,Logistics,0,0,Low,Basic,Self-employed,Construction,Remote,"Customer service, Teaching support, Food preparation","Resilience, Adaptability",0
668,18,Male,Mara,Bachelor,Business,1,1,Medium,Intermediate,Full-time,Tourism,Field,"Food preparation, Network support, Teaching support, Project management","Time management, Critical thinking, Creativity",1
669,19,Male,Mwanza,Higher Diploma,Hospitality,0,2,Low,Intermediate,Self-employed,Transport,Office,"Accounting, Sales, Customer service, Database management","Resilience, Time management",1
670,29,Male,Tabora,Secondary,Hospitality,6,9,High,Advanced,Self-employed,Healthcare,Remote,"Quality control, Microsoft Office, Digital marketing","Problem solving, Time management, Leadership",3
671,19,Male,Tabora,Bachelor,Information Technology,0,1,Medium,Basic,Full-time,Construction,Customer-facing,"Food preparation, Inventory management","Teamwork, Leadership, Creativity",2
